begin_ymd	dmID	cycle	phase	begin	end	duration_h	duration_m	magnitude	min	max	HIN_TEMP_PUP	HIN_RH_PUP	HIN_VPD_PUP	HIN_TEMP_BUP	HIN_RH_BUP	HIN_VPD_BUP	SER_TEMP	SER_RH	SER_VPD	SER_P	SER_RAD	year	HIN_TEMP_PUP_rel	HIN_RH_PUP_rel	HIN_VPD_PUP_rel	HIN_TEMP_BUP_rel	HIN_RH_BUP_rel	HIN_VPD_BUP_rel	SER_TEMP_rel	SER_RH_rel	SER_VPD_rel	HIN_TEMP_BUP_2	HIN_RH_BUP_2	HIN_VPD_BUP_2	HIN_TEMP_PUP_2	HIN_RH_PUP_2	HIN_VPD_PUP_2	SER_TEMP_2	SER_RH_2	SER_VPD_2	HIN_TEMP_PUP_3	HIN_RH_PUP_3	HIN_VPD_PUP_3	SM10	SM20	SM30	SM50	SM70	SM130	SM200	SMmean_up	SMmean_mid	SMmean_deep	SMmean	ST10	ST20	ST30	ST50	ST70	ST130	ST200	STmean_up	STmean_mid	STmean_deep	STmean	obs_1	obs_2
2014-11-04	mean_dt_scaled	210	1	4/11/14 7:00	4/11/14 15:00	8	480	1.035597019	-0.747838671	0.287758348	10.36125	81.614375	0.238437856	10.43895833	82.03583333	0.234549607	10.4625	79.3375	0.270122592	NA	72.8625	2014	0.524536905	0.778508684	0.052022728	0.521276017	0.782298704	0.049159207	0.55659204	0.70463595	0.065222374	10.11569202	82.02576122	0.216355134	10.36125	81.614375	0.238437856	9.87255716	81.97455502	0.204551525	10.36125	81.614375	0.238437856	6.713708334	5.104333333	5.49	8.214791667	7.353958333	5.398854167	4.900729167	5.769347222	7.784375	5.149791667	6.187988889	11.3709375	11.63333333	11.57583333	11.63791667	11.62208333	11.87104167	12.20593751	11.52670139	11.63	12.03848958	11.71122743	1	NA
2014-11-05	mean_dt_scaled	211	1	5/11/14 7:00	5/11/14 17:00	10	600	0.566973494	-0.237502646	0.329470848	9.483566667	94.06666667	0.074026946	9.573483334	94.71	0.066722075	9.89	90.76	0.122480975	NA	71.31	2014	0.507804785	0.928521233	0.01615131	0.505120555	0.935892386	0.013984267	0.547097844	0.834584755	0.036497572	9.268257283	94.77531679	0.055136419	9.483566667	94.06666667	0.074026946	9.374539127	92.76138878	0.072895988	9.483566667	94.06666667	0.074026946	6.721683334	5.12	5.49	8.163666667	7.273266667	5.414	4.8934	5.777227778	7.718466667	5.1537	6.172541111	11.15791667	11.39966667	11.38	11.63	11.65116667	11.88625	12.17475	11.31252778	11.64058334	12.0305	11.62633611	1	NA
2014-11-06				6/11/14 7:30	6/11/14 15:30			0.713630244	-0.448599261	0.265030983	8.37	92.09	0.09	8.45	92.83	0.08	8.83	88.89	0.13	NA	37.01	2014	0.49	0.9	0.02	0.48	0.91	0.02	0.53	0.81	0.04	8.16	92.88	0.07	8.37	92.09	0.09	8.45	90.99	0.08	8.37	92.09	0.09	6.73	5.12	5.51	8.13	7.21	5.43	4.95	5.79	7.67	5.19	6.17	11.08	11.32	11.32	11.56	11.62	11.87	12.11	11.24	11.59	11.99	11.57	1	NA
2014-11-07	mean_dt_scaled	213	1	7/11/14 10:00	7/11/14 15:00	5	300	1.59834208	-1.051854152	0.546487928	8.309233333	80.85833333	0.222545083	8.417333333	81.35966667	0.2181485	9.46	78.82	0.268922714	NA	238.12	2014	0.485417342	0.769400663	0.048555219	0.483539184	0.774104483	0.045721702	0.539966832	0.698748578	0.064988928	8.136206479	81.34557256	0.20059988	8.309233333	80.85833333	0.222545083	9.000481912	81.48585408	0.203481566	8.309233333	80.85833333	0.222545083	6.732833334	5.1216	5.52	8.09	7.1442	5.436166667	4.958	5.791477778	7.6171	5.197083334	6.160846111	10.51983334	10.88266667	10.98066667	11.427	11.59033333	11.88933333	12.11016667	10.79438889	11.50866667	11.99975	11.37028056	1	NA
2014-11-08	mean_dt_scaled	214	1	8/11/14 9:00	8/11/14 15:00	6	360	1.337830262	-0.882308707	0.455521555	9.261833332	84.57694445	0.189897604	9.368638889	85.02972222	0.185707259	9.783333333	81.35	0.247787753	NA	167.2833333	2014	0.50357767	0.814198708	0.041432143	0.501296809	0.818580571	0.038922348	0.545328911	0.727531286	0.060876961	9.067682687	85.03745846	0.16943613	9.261833332	84.57694445	0.189897604	9.281749741	83.87505867	0.184635019	9.261833332	84.57694445	0.189897604	6.727027778	5.13	5.5155	8.05	7.086166667	5.450277778	4.903166667	5.790842593	7.568083333	5.176722222	6.139778704	10.12916667	10.49	10.63166667	11.16861111	11.45666667	11.81916667	12.08652778	10.41694445	11.31263889	11.95284722	11.14642361	1	NA
2014-11-09	mean_dt_scaled	215	1	9/11/14 9:00	9/11/14 15:00	6	360	0.554082208	-0.27472469	0.279357519	7.116805556	94.33611111	0.059723701	7.207	94.77777778	0.055456066	6.616666667	95.08333333	0.057183704	NA	147.4	2014	0.462684947	0.931767225	0.013030607	0.460946396	0.936713761	0.011623026	0.492813709	0.883769435	0.02379349	6.95110176	94.84349772	0.044314051	7.116805556	94.33611111	0.059723701	6.52706483	96.84412706	0.01466886	7.116805556	94.33611111	0.059723701	6.72	5.121111111	5.52	8.02	7.031444445	5.462916667	4.886638889	5.787037037	7.525722222	5.174777778	6.124964815	9.705555556	10.13888889	10.35805556	10.95611111	11.28027778	11.70986111	12.02819445	10.0675	11.11819445	11.86902778	10.92316667	1	NA
2014-11-10	mean_dt_scaled	216	1	10/11/14 6:00	10/11/14 18:00	12	720	0.644263121	-0.326401257	0.317861864	8.687597222	95.63055556	0.050298583	8.816666667	96.23472222	0.043768226	9.2	92.05833333	0.095432836	NA	40.01666667	2014	0.492630456	0.947361376	0.010974216	0.490993373	0.954369948	0.009173374	0.535655058	0.849355328	0.03123515	8.527215968	96.30910841	0.033086462	8.687597222	95.63055556	0.050298583	8.774307782	93.9874694	0.04877652	8.687597222	95.63055556	0.050298583	6.716263889	5.141138889	5.525916667	7.997722222	6.980722222	5.473194445	4.935527778	5.794439815	7.489222222	5.204361111	6.125850926	10.09736111	10.27930556	10.29819445	10.77819445	11.10069445	11.58680556	11.99805556	10.2249537	10.93944445	11.79243056	10.90954398	1	NA
2015-03-13				13/3/15 8:30	13/3/15 16:00			2.093113881	-1.141184589	0.951929293	NA	NA	NA	5.37	74.37	0.25	6.94	70.72	0.33	NA	333.02	2015	NA	NA	NA	0.43	0.69	0.05	0.5	0.61	0.08	5.15	74.31	0.23	5.15	74.31	0.23	6.81	73.84	0.26	5.15	74.31	0.23	11.16	8.87	8.54	9.2	8.18	7.9	8.11	9.52	8.69	8.01	8.82	4.55	4.87	4.91	5.08	5.1	5.52	6.1	4.78	5.09	5.81	5.18	1	NA
2015-03-14	mean_dt_scaled	2	1	14/3/15 11:00	14/3/15 19:00	8	480	0.547989717	-0.219768794	0.328220924	NA	NA	NA	5.072270833	88.725	0.099912056	5.625	83.4875	0.152283162	NA	59.025	2015	NA	NA	NA	0.421098295	0.863362317	0.020940548	0.476368159	0.751848692	0.042295815	4.860869639	88.75471661	0.087019425	4.860869639	88.75471661	0.087019425	5.664413503	85.89360602	0.099471306	4.860869639	88.75471661	0.087019425	11.01875	8.781458333	8.531875	9.126041667	8.074791667	7.899375	8.121979167	9.444027778	8.600416667	8.010677083	8.760939236	4.825458334	4.947333333	4.884958333	4.960916667	5.002333333	5.4653125	6.105125	4.885916667	4.981625	5.78521875	5.184419792	1	NA
2015-03-15	mean_dt_scaled	3	1	15/3/15 6:00	15/3/15 19:00	13	780	0.529732127	-0.240565965	0.289166162	NA	NA	NA	5.010525641	90.18333333	0.087632923	5.346153846	84.61538462	0.140011706	NA	47.84615385	2015	NA	NA	NA	0.419945723	0.881035336	0.018366967	0.471743845	0.764680143	0.039908309	4.800411485	90.22172445	0.075223827	4.800411485	90.22172445	0.075223827	5.421845095	86.95872345	0.088528557	4.800411485	90.22172445	0.075223827	10.91615385	8.724358974	8.52	9.077307692	7.998358974	7.894307693	8.130576923	9.386837607	8.537833333	8.012442308	8.719817735	4.920884616	4.99874359	4.95374359	5	4.994333333	5.463025641	6.117269231	4.957790598	4.997166667	5.790147436	5.21931047	1	NA
2015-03-16	mean_dt_scaled	4	1	16/3/15 9:00	16/3/15 17:00	8	480	1.063651048	-0.625100551	0.438550497	7.507145833	81.005	0.203969916	7.559875	81.84820833	0.195415443	8.1625	76.5625	0.264795973	NA	249.7125	2015	0.470126378	0.771167553	0.044502461	0.467533367	0.780024944	0.040957085	0.51844942	0.673065984	0.06418604	7.296621309	81.83702018	0.17876202	7.507145833	81.005	0.203969916	7.871786016	79.35398477	0.199801653	7.507145833	81.005	0.203969916	10.821875	8.699166667	8.51	9.012916667	7.920208333	7.8825625	8.131625	9.343680556	8.4665625	8.00709375	8.679569097	5.217875	5.158708334	5.077541667	5.099166667	5.044958333	5.506895834	6.1575625	5.151375	5.0720625	5.832229167	5.3318375	1	NA
2015-03-17	mean_dt_scaled	5	1	17/3/15 8:00	17/3/15 16:00	8	480	2.740355065	-1.608358413	1.131996652	13.07747917	53.09	0.741699952	13.122125	53.647	0.733508349	14.225	51.6625	0.836208355	NA	452.95	2015	0.576318988	0.434876017	0.161825204	0.571361572	0.438264611	0.153735873	0.618988391	0.389789534	0.175358673	12.74292981	53.46806449	0.695665567	13.07747917	53.09	0.741699952	13.14555778	55.83967874	0.709343649	13.07747917	53.09	0.741699952	10.7409375	8.681875	8.5	8.965833333	7.850875	7.886375	8.095520834	9.307604166	8.408354167	7.990947917	8.642832292	5.79075	5.516833333	5.403041667	5.303333333	5.131541667	5.546104167	6.185625	5.570208334	5.2174375	5.865864584	5.553073959	1	NA
2015-03-18	mean_dt_scaled	6	1	18/3/15 8:00	18/3/15 16:00	8	480	2.682297858	-1.453596221	1.228701637	11.3276875	27.23979167	1.015141862	11.2953125	26.72877083	1.01662703	12.5125	30.025	1.08020472	NA	531.275	2015	0.54296103	0.12345899	0.221485168	0.537261223	0.112052242	0.213074663	0.590588723	0.143629124	0.222830026	10.95419603	26.38971942	0.967635424	11.3276875	27.23979167	1.015141862	11.65585318	35.40631341	0.926921003	11.3276875	27.23979167	1.015141862	10.65375	8.66	8.489375	8.918541667	7.781666667	7.8949375	8.090791667	9.267708333	8.350104167	7.992864583	8.609973958	6.063250001	5.933333333	5.861416667	5.7	5.318291667	5.629166667	6.202395834	5.952666667	5.509145834	5.91578125	5.808544792	1	NA
2015-03-19	mean_dt_scaled	7	1	19/3/15 8:00	19/3/15 17:00	9	540	2.181699642	-1.013831277	1.167868365	10.15735185	35.45259259	0.819130058	10.1386	35.61174074	0.815542263	11.96666667	36.37777778	0.950011025	NA	459.4	2015	0.520649799	0.222398465	0.17871902	0.515669353	0.219701769	0.170929345	0.581536761	0.215901909	0.19749985	9.821594458	35.3255273	0.774469098	10.15735185	35.45259259	0.819130058	11.18103249	41.40555681	0.810824192	10.15735185	35.45259259	0.819130058	10.54555556	8.626481481	8.472222222	8.869074074	7.710666667	7.895	8.096666667	9.214753086	8.289870371	7.995833333	8.571612346	5.738611111	5.830333333	5.75337037	5.708407407	5.506	5.746777778	6.215648148	5.774104938	5.607203704	5.981212963	5.786166975	1	NA
2015-03-20	mean_dt_scaled	8	1	20/3/15 8:00	20/3/15 18:00	10	600	2.392488667	-1.361121772	1.031366895	9.371466666	43.2785	0.6850531	9.396068333	43.6188	0.682423957	10.95	41.67	0.791713417	NA	320.03	2015	0.505667715	0.316677041	0.149465909	0.501808823	0.31673645	0.143029105	0.564676617	0.276109215	0.166701844	9.094540383	43.38021441	0.646592809	9.371466666	43.2785	0.6850531	10.29663365	46.40326496	0.669666454	9.371466666	43.2785	0.6850531	10.43266667	8.595833333	8.454166667	8.831666667	7.643666667	7.891066667	8.118583334	9.160888889	8.237666667	8.004825	8.537103056	5.352683334	5.5447	5.5294	5.6155	5.557966667	5.829733333	6.23625	5.475594445	5.586733334	6.032991667	5.676155278	1	NA
2015-03-21																						2015																																												NA	1
2015-03-22	mean_dt_scaled	9	1	22/3/15 8:00	22/3/15 17:00	9	540	2.329718946	-1.303039374	1.026679573	2.863259259	50.98259259	0.373041468	2.819507407	51.57848148	0.367053206	4.9	47.58888889	0.467430365	NA	488.2555556	2015	0.381595512	0.409488115	0.081390745	0.379046898	0.413196976	0.076930611	0.464344942	0.343445835	0.103610105	2.655063606	51.38724194	0.343640923	2.863259259	50.98259259	0.373041468	5.033735643	51.99276555	0.380495554	2.863259259	50.98259259	0.373041468	10.98157408	8.567777778	8.400185185	8.720185185	7.50837037	7.862777778	8.171111111	9.316512345	8.114277778	8.016944444	8.565971605	4.593944445	4.986222222	5.087111111	5.449148148	5.494703704	5.888407408	6.305703704	4.889092593	5.471925926	6.097055556	5.426331481	1	NA
2015-03-23	mean_dt_scaled	10	1	23/3/15 7:00	23/3/15 17:00	10	600	1.466519574	-0.90435797	0.562161604	6.100983333	51.0985	0.469251323	6.14603	51.47556667	0.466985949	7.8	46.91	0.593493176	NA	421.98	2015	0.443319353	0.410884449	0.102381955	0.44114171	0.411949788	0.097875495	0.512437811	0.335722412	0.128136585	5.912246992	51.28371496	0.439638452	6.100983333	51.0985	0.469251323	7.556447086	51.35165708	0.492908757	6.100983333	51.0985	0.469251323	11.12341667	8.689333333	8.4005	8.702333333	7.4565	7.858666667	8.158333334	9.404416667	8.079416667	8.0085	8.588141667	4.426166667	4.714333333	4.794966667	5.271733333	5.364433334	5.841066667	6.3292	4.645155555	5.318083334	6.085133334	5.279027222	1	NA
2015-03-24	mean_dt_scaled	11	1	24/3/15 7:00	24/3/15 17:00	10	600	1.454380409	-0.598182448	0.85619796	8.4549	65.77683333	0.396680451	8.6546	66.02231667	0.399032931	9.82	61.68	0.494140083	NA	223.26	2015	0.488194325	0.587714085	0.086548333	0.487968142	0.588236637	0.083633235	0.545936982	0.503754266	0.108806684	8.368527477	65.91699242	0.374361331	8.4549	65.77683333	0.396680451	9.313646092	65.29970126	0.404313244	8.4549	65.77683333	0.396680451	11.11566667	8.793666667	8.4	8.731666667	7.4068	7.859083333	8.155083334	9.436444445	8.069233334	8.007083334	8.597472778	4.992683334	5.024533333	4.937466667	5.155833333	5.243633333	5.745433334	6.3111	4.984894445	5.199733334	6.028266667	5.362357778	1	NA
2015-03-25	mean_dt_scaled	12	1	25/3/15 8:00	25/3/15 16:00	8	480	2.943696868	-1.635337535	1.308359334	12.04372917	56.43541667	0.644936409	12.06072917	56.702625	0.640459668	13.3	56.8	0.730604086	NA	486.225	2015	0.55661162	0.475178195	0.140713189	0.551548938	0.475294634	0.134233818	0.603648425	0.448236633	0.154812558	11.70365809	56.54186506	0.606281015	12.04372917	56.43541667	0.644936409	12.34089982	60.69127501	0.615173813	12.04372917	56.43541667	0.644936409	11.06166667	8.823541667	8.4	8.768541667	7.362208333	7.8525	8.136770834	9.428402778	8.065375	7.994635417	8.589364236	5.6751875	5.493708334	5.371625	5.362916667	5.308583333	5.7641875	6.361645834	5.513506945	5.33575	6.062916667	5.625002778	1	NA
2015-03-26				26/3/15 7:00	26/3/15 16:30			0.249755282	-0.113053507	0.136701775	7.42	84.67	0.16	7.51	85.2	0.16	8.34	79.86	0.22	NA	86.51	2015	0.47	0.82	0.04	0.47	0.82	0.03	0.52	0.71	0.06	7.25	85.21	0.14	7.42	84.67	0.16	8.03	82.47	0.16	7.42	84.67	0.16	10.99	8.82	8.39	8.78	7.32	7.85	8.17	9.4	8.05	8.01	8.58	6.48	6.35	6	5.8	5.44	5.75	6.32	6.28	5.62	6.04	6.01	1	NA
2015-03-27	mean_dt_scaled	13	1	27/3/15 9:00	27/3/15 18:00	9	540	1.427622984	-0.591111926	0.836511058	7.224425926	80.68740741	0.202998775	7.279398148	81.57842593	0.194437444	8.444444444	75.81111111	0.277443473	NA	207.1666667	2015	0.464736617	0.767341521	0.044290576	0.462297822	0.776755548	0.040752106	0.523125115	0.66451776	0.066646707	7.021990815	81.56563305	0.177822533	7.224425926	80.68740741	0.202998775	8.117049628	78.64441094	0.211079729	7.224425926	80.68740741	0.202998775	10.90324074	8.790555556	8.386111111	8.78037037	7.291	7.85287037	8.182962963	9.359969136	8.035685185	8.017916667	8.56006821	6.166407408	6.128888889	5.991703704	5.908148148	5.678666667	5.898944445	6.344777778	6.095666667	5.793407408	6.121861111	6.012847222	1	NA
2015-03-28	mean_dt_scaled	14	1	28/3/15 7:00	28/3/15 20:00	13	780	2.294094554	-1.310787293	0.983307261	6.514012821	70.15384615	0.294818906	6.632594872	70.41246154	0.294589909	7.507692308	66.38461538	0.361822173	NA	175.9	2015	0.45119333	0.640443885	0.06432403	0.450224214	0.641439229	0.061743042	0.507590254	0.557276626	0.083063226	6.388669734	70.3332509	0.274031131	6.514012821	70.15384615	0.294818906	7.302168478	69.7425031	0.28632222	6.514012821	70.15384615	0.294818906	10.79294872	8.763974359	8.378717949	8.778205128	7.254538462	7.84974359	8.155448718	9.311880342	8.016371795	8.002596154	8.530442521	6.236307693	6.220128205	6.061	5.998461539	5.77474359	5.986166667	6.364076923	6.172478633	5.886602564	6.175121795	6.087508761	1	NA
2015-03-29	mean_dt_scaled	15	1	29/3/15 11:00	29/3/15 15:00	4	240	1.738368463	-0.990475341	0.747893122	9.750416668	90.13333334	0.121518882	9.832625	90.82416667	0.11399869	10.725	84.875	0.198121716	NA	202.775	2015	0.512892003	0.881136432	0.026513171	0.509957845	0.888801366	0.023892963	0.560945274	0.767633675	0.051214055	9.521997309	90.86636961	0.100551346	9.750416668	90.13333334	0.121518882	10.10090604	87.20389115	0.140346634	9.750416668	90.13333334	0.121518882	10.6975	8.712083333	8.3575	8.78	7.22	7.838958334	8.198791667	9.255694445	8	8.018875	8.507940278	6.4165	6.299916667	6.104916667	6.001416667	5.840916667	6.045291667	6.376625	6.273777778	5.921166667	6.210958333	6.149148611	1	NA
2015-03-30				30/3/15 8:00	30/3/15 19:30			0.938263519	-0.300352728	0.63791079	4.73	91.19	0.08	4.83	91.79	0.07	5.38	86.69	0.12	0.42	136.79	2015	0.42	0.89	0.02	0.42	0.9	0.02	0.47	0.79	0.04	4.62	91.84	0.06	4.73	91.19	0.08	5.45	88.92	0.07	4.73	91.19	0.08	12.94	8.66	8.31	8.75	7.15	7.83	8.22	9.97	7.95	8.02	8.78	6.37	6.45	6.36	6.26	5.96	6.12	6.4	6.39	6.11	6.26	6.27	1	NA
2015-03-31				31/3/15 12:00	31/3/15 17:30			0.368063096	0.074749391	0.442812487	6.63	91.24	0.09	6.68	91.82	0.08	7.32	86.78	0.14	0.33	197.78	2015	0.45	0.89	0.02	0.45	0.9	0.02	0.5	0.79	0.04	6.44	91.87	0.07	6.63	91.24	0.09	7.14	89.01	0.09	6.63	91.24	0.09	16.17	9.5	8.21	8.79	7.17	7.83	8.22	11.3	7.98	8.03	9.32	5.28	5.8	5.85	6.08	6.03	6.22	6.44	5.64	6.06	6.33	5.97	1	NA
2015-04-01	mean_dt_scaled	17	1	1/4/15 8:00	1/4/15 19:00	11	660	1.956653386	-1.150582945	0.806070441	3.847575758	78.76560606	0.176421327	3.944742424	79.42242424	0.172343714	4.836363636	74.20909091	0.228959135	NA	236.4909091	2015	0.400360482	0.744189612	0.038491869	0.400051192	0.750627736	0.036121486	0.463289613	0.646292274	0.057213709	3.756843829	79.39680696	0.156598823	3.847575758	78.76560606	0.176421327	4.978378338	77.13154374	0.167845093	3.847575758	78.76560606	0.176421327	15.48886364	10.47924243	8.916969697	10.11727273	9.543030303	7.832727273	8.205909091	11.62835859	9.830151516	8.019318182	10.00618434	5.275848485	5.61430303	5.595333333	5.894212121	5.932909091	6.228	6.469212122	5.495161616	5.913560606	6.348606061	5.876714647	1	NA
2015-04-02	mean_dt_scaled	18	1	2/4/15 9:00	2/4/15 17:00	8	480	2.33897436	-1.366930671	0.972043689	3.497979167	74.139375	0.217585943	3.5973125	74.69270833	0.214719745	5.55	68.85	0.297556838	NA	454.2125	2015	0.393695787	0.688457484	0.047473226	0.393565862	0.693310005	0.04500307	0.475124378	0.585324232	0.070559916	3.416655856	74.6389576	0.197306144	3.497979167	74.139375	0.217585943	5.599170966	72.07068817	0.229015294	3.497979167	74.139375	0.217585943	14.31833334	10.190625	8.747291667	10.53416667	9.936666667	7.831979167	8.209791667	11.08541667	10.23541667	8.020885417	9.911057292	4.8706875	5.226458333	5.287791667	5.742875	5.809541667	6.200479167	6.4985	5.1283125	5.776208334	6.349489583	5.689034375	1	NA
2015-04-03	mean_dt_scaled	19	1	3/4/15 8:00	3/4/15 16:00	8	480	2.1147901	-1.262272821	0.85251728	5.112979167	67.999375	0.295749495	5.157041667	68.370625	0.293141559	6.5125	63.0125	0.376047916	NA	305.2375	2015	0.424484082	0.614489007	0.064527067	0.422680677	0.616694944	0.061439483	0.491086236	0.518913538	0.085830953	4.943873479	68.27926904	0.272639816	5.112979167	67.999375	0.295749495	6.436450195	66.55804715	0.299007654	5.112979167	67.999375	0.295749495	13.55479167	9.934166667	8.855625	10.31041667	9.735833333	7.839270833	8.188020834	10.78152778	10.023125	8.013645833	9.723642361	4.896541667	5.168416667	5.184041667	5.597791667	5.679083334	6.1325625	6.5145	5.083	5.6384375	6.32353125	5.621790625	1	NA
2015-04-04	mean_dt_scaled	20	1	4/4/15 8:00	4/4/15 16:00	8	480	3.068924577	-1.496987482	1.571937096	5.792604167	62.14416667	0.39629223	5.8383125	62.225	0.395067192	8.5625	58.7625	0.534402692	NA	495.8	2015	0.437440425	0.543951411	0.086463631	0.435397676	0.542218317	0.082802057	0.525082919	0.47056314	0.116640082	5.610943664	62.09708843	0.370551757	5.792604167	62.14416667	0.39629223	8.219746216	62.54456119	0.440216369	5.792604167	62.14416667	0.39629223	12.84895834	9.726875	8.95	10.08645833	9.503333333	7.8440625	8.185	10.50861111	9.794895833	8.01453125	9.54627257	4.585770834	5.007958333	5.097916667	5.527666667	5.606291667	6.071645834	6.525666667	4.897215278	5.566979167	6.29865625	5.518576736	1	NA
2015-04-05	mean_dt_scaled	21	1	5/4/15 8:00	5/4/15 17:00	9	540	3.103969228	-1.372131801	1.731837427	6.149648148	52.12277778	0.501300547	6.217425926	52.29981481	0.499802448	9.022222222	51.04444444	0.636358206	NA	521.8555556	2015	0.444247097	0.423223907	0.109374502	0.442474429	0.421938557	0.104753499	0.532706836	0.382758185	0.136476304	5.982154716	52.11286593	0.471162683	6.149648148	52.12277778	0.501300547	8.619658805	55.25601819	0.531132523	6.149648148	52.12277778	0.501300547	12.33222222	9.56037037	8.976111111	9.875555556	9.270925926	7.848796297	8.188055556	10.2895679	9.573240741	8.018425926	9.393327161	4.574592593	4.929037037	5.015333333	5.459592593	5.535666667	6.019222222	6.526925926	4.839654321	5.49762963	6.273074074	5.467072839	1	NA
2015-04-06	mean_dt_scaled	22	1	6/4/15 8:00	6/4/15 17:00	9	540	1.793421943	-0.879394363	0.91402758	5.588666667	66.56722222	0.320709028	5.628759259	66.97796297	0.31747096	7.322222222	63.34444444	0.405033002	NA	340	2015	0.433552569	0.597235887	0.069972775	0.431486033	0.599817772	0.066538677	0.504514465	0.522689925	0.091470222	5.405758424	66.87832313	0.296011159	5.588666667	66.56722222	0.320709028	7.140827959	66.87151877	0.324854343	5.588666667	66.56722222	0.320709028	11.98157408	9.430555556	8.97	9.713333333	9.065185185	7.853240741	8.203425926	10.12737654	9.38925926	8.028333334	9.276228395	4.821685185	5.073888889	5.070037037	5.398592593	5.478666667	5.969407408	6.518574074	4.988537037	5.43862963	6.243990741	5.500200926	1	NA
2015-04-07	mean_dt_scaled	23	1	7/4/15 7:00	7/4/15 18:00	11	660	2.320044397	-1.013460995	1.306583403	5.759954546	71.46484848	0.304415524	5.823590909	71.85833333	0.301759048	7.245454545	66.72727273	0.387817032	NA	297.1727273	2015	0.436817994	0.656237508	0.066417834	0.435122874	0.65896123	0.063245621	0.503241369	0.561174889	0.088120724	5.596528934	71.78772307	0.28091796	5.759954546	71.46484848	0.304415524	7.074047719	70.06609143	0.309502453	5.759954546	71.46484848	0.304415524	11.73780303	9.316818182	8.960151515	9.657424242	8.883181818	7.86	8.219348485	10.00492424	9.270303031	8.039674242	9.194962879	4.736621212	5.028515151	5.054212121	5.394939394	5.465787879	5.947575758	6.51619697	4.939782828	5.430363637	6.231886364	5.474588131	1	NA
2015-04-08	mean_dt_scaled	24	1	8/4/15 9:00	8/4/15 17:00	8	480	1.384919965	-0.755104694	0.629815271	7.861083333	84.18541667	0.180569961	7.978666667	84.676875	0.176869594	9.325	77.575	0.284873039	NA	201.4875	2015	0.476873828	0.80948198	0.039397024	0.475350776	0.814304542	0.037070064	0.537728027	0.684584755	0.068092185	7.706683535	84.68251242	0.160946481	7.861083333	84.18541667	0.180569961	8.883045344	80.31013878	0.217704849	7.861083333	84.18541667	0.180569961	11.55114584	9.24	8.94	9.547291667	8.721458333	7.864791667	8.239479167	9.910381945	9.134375	8.052135417	9.120105903	5.680958334	5.584958333	5.482708333	5.405958333	5.430125	5.890458334	6.482250001	5.582875	5.418041667	6.186354167	5.71446875	1	NA
2015-04-09	mean_dt_scaled	25	1	9/4/15 8:00	9/4/15 17:00	9	540	2.893502775	-1.655719163	1.237783612	9.90562963	73.83925926	0.354748681	10.0602963	74.15925926	0.354342006	12.36666667	65.41111111	0.547776376	NA	438.8	2015	0.515850976	0.684841995	0.077399597	0.51420769	0.686845327	0.074266473	0.58817026	0.546201492	0.119242033	9.744922944	74.10233544	0.331430273	9.90562963	73.83925926	0.354748681	11.52899269	68.82317468	0.452142	9.90562963	73.83925926	0.354748681	11.38351852	9.209074074	8.92462963	9.453888889	8.587592593	7.875	8.218888889	9.839074073	9.020740741	8.046944444	9.055935185	6.084851852	5.953074074	5.833148148	5.715962963	5.591	5.952851852	6.493407408	5.957024691	5.653481482	6.22312963	5.94579321	1	NA
2015-04-10	mean_dt_scaled	26	1	10/4/15 8:00	10/4/15 16:00	8	480	3.455801529	-1.912467729	1.543333801	12.73127083	63.3475	0.633904215	12.90445833	63.6125	0.637822601	15.9	56.775	0.922631521	NA	542.15	2015	0.569718886	0.558447947	0.138306169	0.567298479	0.559032933	0.133681116	0.646766169	0.447952218	0.192172959	12.52980027	63.49284161	0.603747792	12.73127083	63.3475	0.633904215	14.60264112	60.66766627	0.786409239	12.73127083	63.3475	0.633904215	11.2175	9.168958333	8.9	9.369791667	8.457291667	7.876041667	8.19625	9.762152778	8.913541667	8.036145833	8.989767361	6.517375	6.359333333	6.248291667	6.105208333	5.776041667	6.0206875	6.485104167	6.375	5.940625	6.252895834	6.20805625	1	NA
2015-04-11	mean_dt_scaled	27	1	11/4/15 6:00	11/4/15 16:00	10	600	4.164865906	-2.861677742	1.303188164	14.3107	60.38666667	0.75984993	14.5268	60.36183333	0.770842341	16.69	54.85	1.043936162	NA	396.67	2015	0.59982906	0.522778837	0.165785193	0.597582055	0.519639268	0.161560698	0.65986733	0.426052332	0.215773701	14.11832528	60.22283922	0.731529398	14.3107	60.38666667	0.75984993	15.28986251	58.84979321	0.894579468	14.3107	60.38666667	0.75984993	11.07333334	9.125833333	8.870833333	9.302333333	8.337166667	7.885	8.181383334	9.69	8.81975	8.033191667	8.9318825	7.668966667	7.3524	7.0078	6.634566667	6.0376	6.143666667	6.484983334	7.343055555	6.336083334	6.314325	6.732344722	1	NA
2015-04-12				12/4/15 7:30	12/4/15 17:00			3.088047517	-1.307114587	1.78093293	9.47	55.48	0.57	9.61	55.76	0.57	11.61	50.12	0.73	NA	478.5	2015	0.51	0.46	0.12	0.51	0.46	0.12	0.58	0.37	0.15	9.31	55.59	0.54	9.47	55.48	0.57	10.87	54.38	0.61	9.47	55.48	0.57	10.9	9.08	8.84	9.23	8.21	7.89	8.2	9.6	8.72	8.05	8.87	7.76	7.71	7.49	7.16	6.47	6.38	6.52	7.66	6.81	6.45	7.04	1	NA
