begin_ymd	dmID	cycle	phase	begin	end	duration_h	duration_m	magnitude	min	max	HIN_TEMP_PUP	HIN_RH_PUP	HIN_VPD_PUP	HIN_TEMP_BUP	HIN_RH_BUP	HIN_VPD_BUP	SER_TEMP	SER_RH	SER_VPD	SER_P	SER_RAD	year	HIN_TEMP_PUP_rel	HIN_RH_PUP_rel	HIN_VPD_PUP_rel	HIN_TEMP_BUP_rel	HIN_RH_BUP_rel	HIN_VPD_BUP_rel	SER_TEMP_rel	SER_RH_rel	SER_VPD_rel	HIN_TEMP_BUP_2	HIN_RH_BUP_2	HIN_VPD_BUP_2	HIN_TEMP_PUP_2	HIN_RH_PUP_2	HIN_VPD_PUP_2	SER_TEMP_2	SER_RH_2	SER_VPD_2	HIN_TEMP_PUP_3	HIN_RH_PUP_3	HIN_VPD_PUP_3	SM10	SM20	SM30	SM50	SM70	SM130	SM200	SMmean_up	SMmean_mid	SMmean_deep	SMmean	ST10	ST20	ST30	ST50	ST70	ST130	ST200	STmean_up	STmean_mid	STmean_deep	STmean	obs_1	obs_2
2017-10-11				11/10/17 8:00	11/10/17 11:30			0.394344541	-0.152802695	0.241541846	13.07	95.35	0.07	13.04	96.16	0.06	13.7	90.9	0.15	0.1	62.65	2017	0.58	0.94	0.02	0.57	0.95	0.01	0.61	0.84	0.04	12.66	96.24	0.05	13.07	95.35	0.07	12.69	92.89	0.09	13.07	95.35	0.07	7.73	7.32	7.16	7.67	9.07	6.12	9.78	7.4	8.37	7.95	7.86	12.07	12.05	12.04	11.96	12.14	12.67	12.58	12.05	12.05	12.62	12.22	1	NA
2017-10-12	mean_dt_scaled	155	1	12/10/17 8:00	12/10/17 13:00	5	300	2.078335934	-1.300891908	0.777444026	13.01933334	85.373	0.230428418	12.9743	85.9733	0.220418538	14.02	79.84	0.340329635	NA	188.76	2017	0.575210498	0.823788776	0.050275216	0.568602184	0.830015451	0.046197479	0.615588723	0.710352674	0.078881689	12.59818613	85.98664886	0.202780527	13.01933334	85.373	0.230428418	12.96722818	82.44909071	0.267156813	13.01933334	85.373	0.230428418	7.6302	7.084933333	6.922733333	7.68	8.676333334	6.138633333	9.772833334	7.212622222	8.178166667	7.955733334	7.725218889	12.46016667	12.45633333	12.402	12.23933333	12.24533333	12.5815	12.51466667	12.4395	12.24233334	12.54808333	12.412925	1	NA
2017-10-13	mean_dt_scaled	156	1	13/10/17 8:00	13/10/17 16:00	8	480	0.949633067	-0.428638487	0.52099458	11.50354167	86.19145834	0.200623148	11.46291667	86.78541667	0.191875606	12.7375	80.025	0.310378317	NA	190.3375	2017	0.546313507	0.83364873	0.043772258	0.540389821	0.839857202	0.040215171	0.594320066	0.712457338	0.073054432	11.1183066	86.80359618	0.175361577	11.50354167	86.19145834	0.200623148	11.85158079	82.62379539	0.240448512	11.50354167	86.19145834	0.200623148	7.305916667	7.100875	6.68125	7.682041667	8.348958333	6.095666667	9.638125001	7.029347222	8.0155	7.866895834	7.576457639	12.10520834	12.22729167	12.320625	12.301875	12.336875	12.5725	12.48729167	12.21770833	12.319375	12.52989583	12.34186458	1	NA
2017-10-14	mean_dt_scaled	157	1	14/10/17 7:00	14/10/17 17:00	10	600	0.575576228	-0.282733773	0.292842456	15.2315	91.66333333	0.14634189	15.24753333	92.41166667	0.133460185	16.12	86.23	0.256282621	NA	80.37	2017	0.617383154	0.899568317	0.031929092	0.611035684	0.908039709	0.027971894	0.650414594	0.783048919	0.062529702	14.82403539	92.46331243	0.119246475	15.2315	91.66333333	0.14634189	14.79401922	88.48348491	0.192210094	15.2315	91.66333333	0.14634189	7.117566667	7.123533333	6.639533333	7.670433333	8.123	6.110933334	9.690666667	6.960211111	7.896716667	7.9008	7.523339444	12.71175	12.54283333	12.45716667	12.31716667	12.3315	12.56566667	12.44383333	12.57058333	12.32433334	12.50475	12.47695833	1	NA
2017-10-15				15/10/17 10:30	15/10/17 15:30			1.656946205	-0.812684196	0.844262009	15.54	90.78	0.18	15.5	91.19	0.17	17.82	81.56	0.4	NA	335.88	2017	0.62	0.89	0.04	0.62	0.89	0.04	0.68	0.73	0.09	15.08	91.24	0.16	15.54	90.78	0.18	16.27	84.07	0.32	15.54	90.78	0.18	7.06	7.16	6.67	7.64	7.95	6.13	9.73	6.96	7.79	7.93	7.5	13.31	13.13	12.94	12.63	12.47	12.56	12.4	13.13	12.55	12.48	12.76	1	NA
2017-10-16	mean_dt_scaled	158	1	16/10/17 9:00	16/10/17 15:00	6	360	2.145744078	-1.410295606	0.735448472	15.23083334	89.26027778	0.217079196	15.18022222	89.76927778	0.205809934	17.21666667	83.96666667	0.371695049	NA	324.95	2017	0.617370444	0.870618747	0.047362663	0.609779216	0.876017545	0.043135664	0.668601437	0.757299962	0.084984069	14.75812733	89.80520599	0.18874719	15.23083334	89.26027778	0.217079196	15.7480101	86.34610689	0.295126099	15.23083334	89.26027778	0.217079196	7.006805556	7.163055556	6.657166667	7.522055556	7.829666667	6.138472222	9.715277777	6.942342593	7.675861112	7.926875	7.45775787	13.37277778	13.325	13.20361111	12.87583333	12.64527778	12.61708334	12.39111112	13.30046296	12.76055556	12.50409722	12.89958102	1	NA
2017-10-17	mean_dt_scaled	159	1	17/10/17 8:00	17/10/17 15:00	7	420	1.457189868	-0.800641509	0.656548359	15.19904762	88.4947619	0.22324119	15.20109524	88.80619048	0.216239103	16.5	84.42857143	0.342848195	NA	201.4	2017	0.616764483	0.86139659	0.048707096	0.610168844	0.864346235	0.045321512	0.656716418	0.762554851	0.079371694	14.77856526	88.83639002	0.198765672	15.19904762	88.4947619	0.22324119	15.12458142	86.78230648	0.269402673	15.19904762	88.4947619	0.22324119	6.934809524	7.128095238	6.595666667	7.390142857	7.71552381	6.138642857	9.679285714	6.886190476	7.552833334	7.908964286	7.393015476	13.60440476	13.50738095	13.38928571	13.03333333	12.78571429	12.6927381	12.38095238	13.50035714	12.90952381	12.53684524	13.03405357	1	NA
2017-10-18	mean_dt_scaled	160	1	18/10/17 9:00	18/10/17 15:00	6	360	1.097395443	-0.516582262	0.580813181	12.02055556	93.725	0.097184563	11.98844444	93.88583333	0.094493008	13.8	86.36666667	0.237394392	NA	218.35	2017	0.556169839	0.92440518	0.021203873	0.550199629	0.925904606	0.019804771	0.611940298	0.784603716	0.058854853	11.63288009	93.94624777	0.081813771	12.02055556	93.725	0.097184563	12.77585007	88.61254602	0.175367012	12.02055556	93.725	0.097184563	6.876777778	7.089722222	6.553722222	7.273944444	7.616	6.155138889	9.728194446	6.840074074	7.444972222	7.941666667	7.352021296	13.50652778	13.53111111	13.47027778	13.14083333	12.90305556	12.77541667	12.3725	13.50263889	13.02194445	12.57395833	13.07982639	1	NA
2017-10-19				19/10/17 9:30	19/10/17 14:30			1.630664098	-0.903554949	0.727109149	13.28	89.34	0.19	13.18	89.95	0.17	15.1	85.12	0.29	NA	311.24	2017	0.58	0.87	0.04	0.57	0.88	0.04	0.63	0.77	0.07	12.8	89.99	0.16	13.28	89.34	0.19	13.91	87.44	0.22	13.28	89.34	0.19	6.82	7.06	6.51	7.18	7.54	6.18	9.72	6.79	7.36	7.95	7.31	13	13.11	13.21	13.04	12.92	12.85	12.37	13.11	12.98	12.61	12.92	1	NA
2017-10-20	mean_dt_scaled	161	1	20/10/17 8:00	20/10/17 15:00	7	420	0.820617063	-0.406822304	0.413794759	11.88595238	93.36666667	0.103408076	11.87104762	93.78095238	0.097020099	12.98571429	90.61428571	0.1577257	NA	149.6571429	2017	0.553603769	0.920088345	0.022561729	0.548008231	0.924633591	0.020334424	0.598436389	0.832927028	0.043354702	11.51793033	93.84074296	0.084241348	11.88595238	93.36666667	0.103408076	12.06750252	92.62378354	0.104324547	11.88595238	93.36666667	0.103408076	6.767952381	7.013952381	6.458285714	7.092904762	7.46152381	6.180785714	9.704642857	6.746730159	7.277214286	7.942714286	7.264670635	13.09214286	13.13714286	13.17619047	12.975	12.87785714	12.87928572	12.37892858	13.13515873	12.92642858	12.62910714	12.92072421	1	NA
2017-10-21	mean_dt_scaled	162	1	21/10/17 8:00	21/10/17 14:00	6	360	1.58066855	-0.907952479	0.672716071	11.30916667	92.40222222	0.108929568	11.23555556	92.97527778	0.100327464	12.4	87.16666667	0.199659885	NA	155.7	2017	0.54260795	0.908469699	0.023766416	0.536145765	0.91486991	0.021027614	0.588723051	0.793704968	0.051513317	10.89568469	93.03027602	0.087418475	11.30916667	92.40222222	0.108929568	11.55798937	89.36802574	0.141718255	11.30916667	92.40222222	0.108929568	6.746694445	6.985722222	6.434388889	7.027944445	7.400055556	6.19375	9.749305556	6.722268519	7.214	7.971527778	7.244565741	13.06791667	13.10333333	13.13805556	12.94222222	12.85416667	12.88847223	12.38236111	13.10310185	12.89819445	12.63541667	12.90132408	1	NA
2017-10-22	mean_dt_scaled	163	1	22/10/17 10:00	22/10/17 17:00	7	420	1.073953081	-0.328591878	0.745361203	11.46333333	90.30238095	0.135852418	11.34523809	91.02380952	0.124808133	12.8	83.94285714	0.241928663	NA	167.7714286	2017	0.545546977	0.883172946	0.029640483	0.538193164	0.891220766	0.026158512	0.59535655	0.757029092	0.05973703	11.00308096	91.06719998	0.110935128	11.46333333	90.30238095	0.135852418	11.90594957	86.32362238	0.179410329	11.46333333	90.30238095	0.135852418	7.011452381	7.019666667	6.385666667	6.930142857	7.333333333	6.198357143	9.728095239	6.805595238	7.131738095	7.963226191	7.250727381	12.87035715	12.88357143	12.98904762	12.85190476	12.80809524	12.88214286	12.38714286	12.9143254	12.83	12.63464286	12.80512302	1	NA
2017-10-23	mean_dt_scaled	164	1	23/10/17 4:00	23/10/17 12:00	8	480	0.3943264	-0.40129339	-0.00696699	8.8175	97.88541667	0.024294431	8.767333333	98.52291667	0.016950804	9.25	95.175	0.058232178	NA	35.2875	2017	0.495106917	0.97452565	0.005300595	0.490072489	0.982099757	0.00355272	0.536484246	0.884812287	0.023997479	8.478910956	98.61091357	0.007325073	8.8175	97.88541667	0.024294431	8.817802807	96.93069244	0.015603809	8.8175	97.88541667	0.024294431	7.042458334	7.101125	6.37	6.882541667	7.294708333	6.208854167	9.753125	6.837861111	7.088625	7.980989583	7.256028819	12.52947917	12.68666667	12.84895833	12.76854167	12.754375	12.869375	12.38708334	12.68836806	12.76145834	12.62822917	12.69225347	1	NA
2017-10-24				23/10/17 7:00	23/10/17 12:00			0.393174455	-0.39906957	-0.005895115	8.88	96.9	0.04	8.82	97.54	0.03	9.57	93	0.09	NA	62.7	2017	0.5	0.96	0.01	0.49	0.97	0.01	0.54	0.86	0.03	8.53	97.62	0.02	8.88	96.9	0.04	9.09	94.88	0.04	8.88	96.9	0.04	7.04	7.11	6.37	6.88	7.29	6.21	9.76	6.84	7.09	7.98	7.26	12.49	12.65	12.82	12.76	12.75	12.87	12.39	12.65	12.75	12.63	12.67	1	NA
2017-10-25				24/10/17 8:30	24/10/17 18:00			0.341640085	-0.216321985	0.1253181	9.73	99.3	0.01	9.69	99.55	0.01	10.49	96.72	0.04	0.25	66.83	2017	0.51	0.99	0	0.51	0.99	0	0.56	0.9	0.02	9.39	99.64	0	9.73	99.3	0.01	9.9	98.39	0	9.73	99.3	0.01	7.33	7.14	6.37	6.86	7.23	6.22	9.81	6.95	7.05	8.02	7.3	12.31	12.4	12.58	12.56	12.62	12.82	12.39	12.43	12.59	12.6	12.53	1	NA
2017-10-26				25/10/17 10:00	25/10/17 15:30			1.404610708	-0.71007213	0.694538578	15.06	90.81	0.16	15.02	91.47	0.15	15.9	86.32	0.25	0.1	109.45	2017	0.61	0.89	0.04	0.61	0.9	0.03	0.65	0.78	0.06	14.6	91.51	0.14	15.06	90.81	0.16	14.6	88.57	0.19	15.06	90.81	0.16	8.05	7.6	8.27	7.16	7.13	6.22	9.83	7.97	7.15	8.03	7.74	12.9	12.63	12.63	12.49	12.53	12.77	12.38	12.72	12.51	12.57	12.61	1	NA
2017-10-27	mean_dt_scaled	166	1	26/10/17 9:00	26/10/17 15:00	6	360	0.806736775	-0.37951941	0.427217365	10.90388889	93.21111111	0.092484215	10.89622222	93.87055556	0.083824574	11.85	87.51666667	0.179271026	NA	105.2166667	2017	0.53488175	0.918214369	0.020178344	0.529811571	0.92571946	0.017568777	0.57960199	0.797686765	0.047546509	10.56342453	93.93087913	0.071565446	10.90388889	93.21111111	0.092484215	11.0795441	89.69854811	0.123537026	10.90388889	93.21111111	0.092484215	8.510277778	9.113055556	8.429166667	8.261888889	7.11	6.227833333	9.81875	8.684166667	7.685944445	8.023291667	8.1864375	12.57125	12.65583334	12.78944445	12.61972222	12.57638889	12.72222222	12.37277778	12.67217593	12.59805556	12.5475	12.61253704	1	NA
2017-10-28				27/10/17 11:00	27/10/17 16:30			0.423367488	0.096662611	0.520030098	9.53	94.09	0.07	NA	NA	NA	10.35	88.98	0.14	0.1	103.52	2017	0.51	0.93	0.02	NA	NA	NA	0.55	0.81	0.04	NA	NA	NA	9.53	94.09	0.07	9.77	91.08	0.09	9.53	94.09	0.07	8.39	9.27	8.43	8.42	7.12	6.24	9.81	8.7	7.77	8.03	8.22	12.31	12.42	12.57	12.52	12.55	12.71	12.35	12.43	12.53	12.53	12.49	1	NA
2018-04-07				7/4/18 7:00	7/4/18 16:00			2.874007833	-1.629043482	1.24496435	12.18	41.54	0.93	12.13	41.49	0.92	13.72	38.2	1.09	NA	490.53	2018	0.56	0.3	0.2	0.55	0.29	0.19	0.61	0.24	0.22	11.77	41.24	0.88	12.18	41.54	0.93	12.71	43.13	0.93	12.18	41.54	0.93	13.08	13.08	14.32	12.4	10.58	9.34	11.9	13.49	11.49	10.62	12.03	5.46	5.24	5.19	5.04	4.6	4.46	4.81	5.29	4.82	4.64	4.95	1	NA
2018-04-08	mean_dt_scaled	2	1	8/4/18 7:00	8/4/18 16:00	9	540	2.944806488	-1.568566375	1.376240113	14.16925926	57.50722222	0.750328352	14.24885185	57.44562963	0.753988741	16.22222222	51.22222222	1.001463673	NA	476.5555556	2018	0.597132639	0.488090219	0.163707761	0.592393713	0.484298841	0.158028355	0.652109821	0.384780685	0.207510355	13.84617077	57.28928925	0.71533947	14.16925926	57.50722222	0.750328352	14.88294239	55.42390258	0.856705741	14.16925926	57.50722222	0.750328352	12.76277778	12.78240741	13.81759259	12.03092593	10.18796296	9.361944444	11.9612963	13.12092593	11.10944445	10.66162037	11.77968982	6.642388889	6.21037037	5.719259259	5.411777778	4.805185185	4.64037037	4.858444445	6.19067284	5.108481482	4.749407407	5.433635803	1	NA
2018-04-09	mean_dt_scaled	3	1	9/4/18 7:00	9/4/18 16:00	9	540	3.833107378	-1.931944526	1.901162852	15.34981481	58.65037037	0.915869159	15.33575926	58.64114815	0.912415382	17.92222222	53.28888889	1.2114549	NA	458.1111111	2018	0.619638703	0.501861705	0.199825701	0.612682561	0.498786902	0.191232964	0.680302193	0.408292251	0.248365748	14.9104223	58.49191899	0.867527487	15.34981481	58.65037037	0.915869159	16.36177323	57.3755585	1.043959906	15.34981481	58.65037037	0.915869159	12.47962963	12.52074074	13.36277778	11.74166667	9.846666667	9.363685185	11.99564815	12.78771605	10.79416667	10.67966667	11.55723642	7.21612963	6.788222222	6.310925926	5.949185185	5.211481482	4.845611111	4.9355	6.771759259	5.580333334	4.890555556	5.84997037	1	NA
2018-04-10	mean_dt_scaled	4	1	10/4/18 7:00	10/4/18 15:00	8	480	2.528776402	-1.426962724	1.101813679	13.55604167	71.80916667	0.467212309	13.28645833	72.745	0.444468721	14.8125	68.375	0.60297376	NA	439.5125	2018	0.585442284	0.660385504	0.10193708	0.574429114	0.669706426	0.093156113	0.628731343	0.579920364	0.129981105	12.90383772	72.67966385	0.418007922	13.55604167	71.80916667	0.467212309	13.65662432	71.62212209	0.50136282	13.55604167	71.80916667	0.467212309	12.25447917	12.296875	12.9675	11.509375	9.565416667	9.362208333	12.02822917	12.50628472	10.53739584	10.69521875	11.37229826	8.172416667	7.657125	7.032	6.512958333	5.61375	5.094854167	5.0163125	7.620513889	6.063354167	5.055583333	6.383886805	1	NA
2018-04-11	mean_dt_scaled	5	1	11/4/18 8:00	11/4/18 15:00	7	420	1.359870964	-0.549239111	0.810631853	7.834714286	88.94952381	0.127660529	7.615785714	89.75785714	0.117167827	9.1	82.3	0.219877695	NA	232.5142857	2018	0.47637113	0.866875099	0.027853165	0.468577028	0.875879143	0.024557182	0.533996683	0.738339022	0.055446846	7.351366601	89.79371743	0.103595687	7.834714286	88.94952381	0.127660529	8.687317733	84.77219083	0.159746957	7.834714286	88.94952381	0.127660529	12.05321429	12.0897619	12.61214286	11.30547619	9.308809524	9.355	12.055	12.25170635	10.30714286	10.705	11.2043254	7.6095	7.427285714	7.09252381	6.772571429	6.098095238	5.392928572	5.102571429	7.376436508	6.435333334	5.24775	6.455499603	1	NA
2018-04-12	mean_dt_scaled	6	1	12/4/18 8:00	12/4/18 15:00	7	420	3.359806774	-2.052942206	1.306864569	13.42126191	74.4647619	0.467716812	13.37038095	74.72714286	0.463002858	15.11428571	68.82857143	0.622268073	NA	400.9	2018	0.582872848	0.692377415	0.102047153	0.575995662	0.693727305	0.097040679	0.633736081	0.585080448	0.133734961	12.98601103	74.67359695	0.43581221	13.42126191	74.4647619	0.467716812	13.91914787	72.05045211	0.518568016	13.42126191	74.4647619	0.467716812	11.89809524	11.92404762	12.31833333	11.13523809	9.087142857	9.339047619	12.0475	12.0468254	10.11119047	10.69327381	11.06006944	7.272666667	7.07652381	6.91152381	6.690190476	6.2	5.646595239	5.204404762	7.086904762	6.445095239	5.4255	6.395940476	1	NA
2018-04-13	mean_dt_scaled	7	1	13/4/18 9:00	13/4/18 16:00	7	420	2.813367862	-2.078906378	0.734461484	18.13047619	70.9147619	0.664137233	18.10738095	70.77309524	0.664828279	19.52857143	63.34285714	0.891858378	NA	340.7	2018	0.672649119	0.649610624	0.144902454	0.664419269	0.645809619	0.139341231	0.706941483	0.522671867	0.186185809	17.62427134	70.69602973	0.629690023	18.13047619	70.9147619	0.664137233	17.75913721	66.8700198	0.758968095	18.13047619	70.9147619	0.664137233	11.74333334	11.73428571	12.06	10.97404762	8.88547619	9.323333333	12.04392857	11.84587302	9.929761905	10.68363095	10.92236706	9.186547619	8.322142857	7.600190476	7.085666667	6.380476191	5.829166667	5.315285714	8.369626984	6.733071429	5.57222619	7.039440079	1	NA
2018-04-14				14/4/18 12:00	14/4/18 18:30			1.300128823	0.36330845	1.663437273	10.7	90.86	0.12	10.59	91.58	0.11	11.44	85.97	0.19	NA	116.04	2018	0.53	0.89	0.03	0.52	0.9	0.02	0.57	0.78	0.05	10.26	91.63	0.1	10.7	90.86	0.12	10.73	88.24	0.14	10.7	90.86	0.12	16.77	13.27	12.07	14.27	10.18	9.29	12.07	14.04	12.23	10.68	12.48	9.42	8.88	8.39	7.72	6.92	6.09	5.43	8.9	7.32	5.76	7.48	1	NA
2018-04-15				15/4/18 7:30	15/4/18 13:00			4.20752596	-2.625214499	1.582311461	13.29	82.06	0.35	13.32	81.67	0.35	15.17	77.42	0.49	NA	421.85	2018	0.58	0.78	0.08	0.58	0.78	0.07	0.63	0.68	0.11	12.94	81.66	0.33	13.29	82.06	0.35	13.96	80.16	0.4	13.29	82.06	0.35	14.99	12.76	12.68	13.8	11.21	9.28	12.05	13.48	12.5	10.67	12.34	8.65	8.33	8.21	7.72	7.11	6.31	5.57	8.4	7.41	5.94	7.37	1	NA
2018-04-16				16/4/18 10:30	16/4/18 17:00			0.732425478	0.134444223	0.866869701	10.83	90.77	0.12	10.81	91.25	0.12	12.16	83.76	0.23	NA	164.09	2018	0.53	0.89	0.03	0.53	0.89	0.02	0.58	0.75	0.06	10.48	91.29	0.1	10.83	90.77	0.12	11.35	86.15	0.17	10.83	90.77	0.12	13.99	12.5	12.87	12.61	10.59	9.27	12.06	13.12	11.6	10.67	11.93	9.15	8.63	8.36	7.91	7.3	6.57	5.7	8.71	7.6	6.13	7.61	1	NA
2018-04-17	mean_dt_scaled	9	1	17/4/18 7:00	17/4/18 16:00	9	540	4.156013518	-2.326661785	1.829351733	13.11790741	66.65259259	0.567000474	13.02701852	67.00351852	0.558035778	14.84444444	61.3	0.741066582	NA	481.6888889	2018	0.57708971	0.598264342	0.123709011	0.569586259	0.60012747	0.116958611	0.629261102	0.499431172	0.156848116	12.64980576	66.90403069	0.527102864	13.11790741	66.65259259	0.567000474	13.68441281	64.94084839	0.624503469	13.11790741	66.65259259	0.567000474	13.54564815	12.46740741	12.85648148	12.20574074	10.16648148	9.274666667	12.02101852	12.95651235	11.18611111	10.64784259	11.73279105	8.817314815	8.439259259	8.28	7.883888889	7.376666667	6.735092593	5.81562963	8.512191358	7.630277778	6.275361111	7.57656821	1	NA
2018-04-18	mean_dt_scaled	10	1	18/4/18 7:00	18/4/18 16:00	9	540	3.69577759	-2.01241953	1.68335806	16.0537037	61.87888889	0.856081048	16.10616667	61.94092593	0.85578774	18.42222222	56.28888889	1.149850669	NA	499.7777778	2018	0.633057612	0.540755614	0.186781042	0.627063435	0.538775726	0.179364387	0.688594067	0.442421944	0.236380176	15.66477107	61.81132462	0.813129764	16.0537037	61.87888889	0.856081048	16.79672348	60.20860742	0.98902595	16.0537037	61.87888889	0.856081048	13.07324074	12.34944444	12.71962963	11.84203704	9.76462963	9.265370371	12.00824074	12.71410494	10.80333333	10.63680556	11.51768364	9.116574074	8.705925926	8.473703704	8.051111111	7.493666667	6.884148148	5.940240741	8.765401235	7.772388889	6.412194445	7.761535494	1	NA
2018-04-19	mean_dt_scaled	11	1	19/4/18 7:00	19/4/18 16:00	9	540	3.86271391	-2.064437752	1.798276159	17.72203704	68.55703704	0.782076491	17.73185185	68.91018518	0.773906103	20.22222222	62.92222222	1.101254191	NA	496.6333333	2018	0.664862651	0.621207152	0.170634617	0.657409424	0.62323368	0.162202831	0.718444813	0.517886487	0.226925361	17.2565699	68.82203865	0.734472513	17.72203704	68.55703704	0.782076491	18.36254438	66.47279336	0.945691317	17.72203704	68.55703704	0.782076491	12.70148148	12.17037037	12.48092593	11.55740741	9.441111111	9.263703704	12.0087963	12.45092593	10.49925926	10.63625	11.32102315	10.07092593	9.449074074	8.944259259	8.427777778	7.721666667	7.035240741	6.047907408	9.48808642	8.074722222	6.541574074	8.180123457	1	NA
2018-04-20	mean_dt_scaled	12	1	20/4/18 7:00	20/4/18 16:00	9	540	4.478857771	-2.197119454	2.281738318	19.82648148	62.52611111	1.059136985	19.89685185	62.70740741	1.061429392	22.12222222	56.91111111	1.408063682	NA	497.2444444	2018	0.704981695	0.548552689	0.23108409	0.697822578	0.54806444	0.222464781	0.749953934	0.449500695	0.286617485	19.37644188	62.58236531	1.01067353	19.82648148	62.52611111	1.059136985	20.01535532	60.79620276	1.219280628	19.82648148	62.52611111	1.059136985	12.38898148	11.98055556	12.21388889	11.34444444	9.155185185	9.260407408	12.00138889	12.19447531	10.24981482	10.63089815	11.14200401	10.96092593	10.24111111	9.597222222	8.956481481	8.087333333	7.234037037	6.153944445	10.26641976	8.521907408	6.693990741	8.671337346	1	NA
2018-04-21	mean_dt_scaled	13	1	21/4/18 7:00	21/4/18 16:00	9	540	2.821894231	-1.406872838	1.415021394	15.55777778	60.12703704	0.745038967	15.48351852	60.26537037	0.740602427	17.86666667	55.55555556	0.977048854	NA	519.7111111	2018	0.6236033	0.519651084	0.162553715	0.615440721	0.518470268	0.15522272	0.679380873	0.43407913	0.202760266	15.05510161	60.12580247	0.70248029	15.55777778	60.12703704	0.745038967	16.31344543	59.51608435	0.834934467	15.55777778	60.12703704	0.745038967	12.08231482	11.78833333	11.94018519	11.13851852	8.911851852	9.255796297	12.00185186	11.93694444	10.02518519	10.62882407	10.97098056	11.36574074	10.69944444	10.10555556	9.402037037	8.477037037	7.496444445	6.266055556	10.72358025	8.939537037	6.88125	9.03566821	1	NA
2018-04-22	mean_dt_scaled	14	1	22/4/18 7:00	22/4/18 16:00	9	540	3.381533697	-1.784679273	1.596854423	15.34062963	51.93407407	1.00032774	15.40368518	52.01611111	1.006862584	17.37777778	49.3	1.257665701	NA	525.5888889	2018	0.619463597	0.420950596	0.218253001	0.613950506	0.418500453	0.211028134	0.671273263	0.3629124	0.257356412	14.97693236	51.82747469	0.958255488	15.34062963	51.93407407	1.00032774	15.88816074	53.60865272	1.085167175	15.34062963	51.93407407	1.00032774	11.81333334	11.56037037	11.67203704	10.96037037	8.700740741	9.237388889	11.98138889	11.68191358	9.830555556	10.60938889	10.80474877	10.51814815	10.2537037	10.06962963	9.510185185	8.739444444	7.780259259	6.387462963	10.28049383	9.124814815	7.083861111	8.974800309	1	NA
2018-04-23	mean_dt_scaled	15	1	23/4/18 6:00	23/4/18 17:00	11	660	2.306749604	-0.863809325	1.442940279	16.98045455	70.15787879	0.619972143	16.98863636	70.46863636	0.613064604	18.5	63.21818182	0.837595395	NA	348.7272727	2018	0.650725153	0.640492466	0.135266448	0.64353613	0.642119991	0.128492092	0.689883914	0.521253491	0.175628532	16.52884625	70.38975987	0.579964731	16.98045455	70.15787879	0.619972143	16.86438241	66.7522827	0.710580505	16.98045455	70.15787879	0.619972143	11.57878788	11.31181818	11.42621212	10.80181818	8.517424242	9.220757576	12.00272728	11.4389394	9.659621212	10.61174242	10.65698485	11.3514394	10.62363636	10.14409091	9.55030303	8.881060606	8.002409091	6.526090909	10.70638889	9.215681818	7.26425	9.226535101	1	NA
2018-04-24	mean_dt_scaled	16	1	24/4/18 6:00	24/4/18 16:00	10	600	1.435251689	-0.875595512	0.559656177	11.15766667	75.30016667	0.338067689	11.11606667	75.821	0.330296974	12.22	68.93	0.458089963	NA	169.7	2018	0.53971976	0.702441522	0.073760113	0.533915316	0.706983367	0.069226879	0.585737977	0.586234357	0.101792858	10.77868647	75.77396061	0.308332101	11.15766667	75.30016667	0.338067689	11.40140728	72.14623614	0.372166496	11.15766667	75.30016667	0.338067689	11.35641667	11.05733333	11.18683333	10.66	8.359666667	9.205583333	12.01816667	11.20019445	9.509833333	10.611875	10.51659028	10.77866667	10.52516667	10.28283333	9.718333333	9.069833333	8.183266667	6.647733334	10.52888889	9.394083333	7.4155	9.254430556	1	NA
2018-04-25	mean_dt_scaled	17	1	25/4/18 8:00	25/4/18 14:00	6	360	3.850381892	-1.52849298	2.321888913	13.41027778	85.20305556	0.257873758	13.32777778	85.68361111	0.24909531	14.91666667	78.3	0.412809632	NA	380.8333333	2018	0.582663447	0.821741459	0.056263282	0.575200407	0.826504815	0.052207838	0.630458817	0.692832765	0.092983225	12.94429589	85.69523683	0.230328048	13.41027778	85.20305556	0.257873758	13.74723896	80.99479226	0.331788949	13.41027778	85.20305556	0.257873758	11.19791667	10.88555556	10.98138889	10.53916667	8.211111111	9.191194445	12.03416667	11.02162037	9.375138889	10.61268056	10.40499398	10.51097222	10.18361111	10.04777778	9.536111111	9.1	8.341527778	6.771861111	10.24745371	9.318055556	7.556694445	9.161406481	1	NA
2018-04-26	mean_dt_scaled	18	1	26/4/18 10:00	26/4/18 19:00	9	540	1.256742262	-0.289391627	0.967350634	8.538296297	87.75259259	0.14650016	8.522814815	88.37814815	0.139639148	9.911111111	80.03333333	0.254043386	NA	285.5444444	2018	0.489784189	0.852455688	0.031963624	0.485508163	0.859158944	0.029266942	0.547447946	0.712552143	0.062094042	8.239489268	88.4058016	0.125182118	8.538296297	87.75259259	0.14650016	9.392903692	82.63166498	0.190213315	8.538296297	87.75259259	0.14650016	11.02592593	10.70277778	10.75888889	10.39351852	8.082592593	9.165740741	12.03796297	10.82919753	9.238055556	10.60185185	10.28365123	9.705	9.723703704	9.691481481	9.449444445	9.046296296	8.437870371	6.971222223	9.706728395	9.247870371	7.704546296	8.968416358	1	NA
